"","text","emotion","polarity.POS","polarity.NEG","polarity.POS.NEG","polarity.BEST_FIT"
"1","stormy daniels says she technically didn t sleep with donald trump lt america fans","unknown","9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"2","it s been a long time since you ve had someone sleep with you condom sniffer","unknown","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"3","going to sleep without setting an alarm is a dangerous game","fear","1.03127774142571","25.4560621339674","0.040512068834465","negative"
"4","mets all day all night after dinner between meals before a nap while you sleep at night days a week da","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"5","finally a robot you can spoon","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"6","i pushed the quit your job narrative in the beginning of my blogging career then my s hit and reality sunk in i want","unknown","9.47547003995745","17.1191924966825","0.553499824351745","negative"
"7","complimentary reading","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"8","sleep tight everyone","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9","i ve been sleeping right after i get home from school and i sleep for h o u r s how do u stay awake","sadness","8.78232285939751","9.47547003995745","0.926848253686942","negative"
"10","pm est moon enters pisces you are especially psychic sensitive amp imaginative today sleep dream dance respect yo","joy","49.6169899909363","8.78232285939751","5.64964312805282","positive"
"11","as we sleep at night sometimes we have dreams where our spirit can sense smell amp even feel at times which is our s","unknown","32.0354582133129","8.78232285939751","3.6477203954115","positive"
"12","my mom would say you have a bed sleep in it and she would let me go to the party but pick me up at","anger","9.47547003995745","9.47547003995745","1","neutral"
"13","i liked a video","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"14","the only plot hole in a quiet place was how they kept the farts in their sleep silent i need to know mostly for pe","unknown","9.47547003995745","26.1492093145274","0.362361627305239","negative"
"15","i should sleep","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"16","let s go to sleep in paris","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17","ugh i m going to bed and sleep it off good night all","anger","8.78232285939751","9.47547003995745","0.926848253686942","negative"
"18","she says the place can sleep and one of those sleeping places is a futon with a big bar across the middle wh","joy","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"19","lmfaooo you never seen that episode lmaooooo patrick be working his ass when he sleep","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"20",NA,"unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"21","this album is a crucial part of our nap amp bedtime ritual i also use it for my own sleep issues i d say it s a cro","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"22","why do grown ass men on this app lose sleep over girls who start wearing makeup at a young age lol","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"23","ghost cat update i hear disembody little meow in room before i go sleep last night but nothing else happen after","joy","1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"24","so a can t sleep and thought i d go for a nice shower to cool down then am talking to kyle and i was like i wanna","joy","17.9196623384892","0.445453222112551","40.2279329207804","positive"
"25","awesome to be a penguins fan i would imagine congrats on the cup again probably i m going to sleep","unknown","9.47547003995745","9.47547003995745","1","neutral"
"26","tip sleep as well as its deeply restful counterpart meditation is not a luxury it is an absolutely ess","unknown","32.7286053938729","0.445453222112551","73.4725977256563","positive"
"27","you placed all the care on body count on our pride as men dude here says incorrectly th","joy","17.2265151579293","18.5054868578024","0.930886892644283","negative"
"28","some nights i couldn t sleep satan woke me up","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"29","so full of love i can hardly eat
so much to see i don t wanna sleep","joy","9.47547003995745","9.47547003995745","1","neutral"
"30","does anti snore just prod you every few minutes so you can t sleep","unknown","9.47547003995745","9.47547003995745","1","neutral"
"31","new from","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"32","is steals not part of defense i am confused and steph is a far bett","unknown","8.78232285939751","9.47547003995745","0.926848253686942","negative"
"33","hi please give the comedian a g white some well needed advice he bribed that we were not only going","joy","32.7286053938729","0.445453222112551","73.4725977256563","positive"
"34","im a alien playing some sub s w the about to fry on hours of sleep","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"35","no sleep","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"36","preorders are live for s the long sleep ep including our mailorder exclusive edition on limited purple vinyl","joy","16.5333679773693","17.8123396772424","0.928197433742679","negative"
"37","i added a video to a playlist","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"38","the green monster couldn t sleep all weekend thinking about gary sanchez coming into town","unknown","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"39","skip the oils it s all about peanut butter our family my mother and grandmother too always hav","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"40","i want to sleep all the time","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"41","nah this is a scrapped diss at remy nicki wouldn t diss cardi in shether remy mentioned how she had","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"42","hi again there s well known comedian a g white who you may have heard of who indeed needs you","unknown","16.5333679773693","0.445453222112551","37.1158342933523","positive"
"43","nah this is a scrapped diss at remy nicki wouldn t diss cardi in shether remy mentioned how she had t","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"44","infinity war will kill me in my sleep and go to my funeral and call me the best person they know","anger","26.3638546370209","26.1492093145274","1.00820848232586","neutral"
"45","anyone else feel like their mac is threatening them when it says it s gonna sleep unless you plug it in","joy","9.47547003995745","17.8123396772424","0.531961000724885","negative"
"46","ok 

if believing that is collision and telling yourself you won helps","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"47","nah this is a scrapped diss at remy nicki wouldn t diss cardi in shether remy mentioned how she ha","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"48","we are only at the beginning of what we can do to help improve people s lives by diagnosing and improving their sleep h","unknown","24.2844130953411","0.445453222112551","54.5161913526473","positive"
"49","i always look sleep deprived is that hot","unknown","8.78232285939751","9.47547003995745","0.926848253686942","negative"
